"","CRN","Time","Days","Course Location","SEC","Seats","Title","Old GE"," New GE","Instructor","Units"
"1786","62675","4:40 - 6:00 PM","TR","CGS 001REMOTE TBA","A01","0","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1787","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1788","62675","6:10 - 7:00 PM","M","CGS 001REMOTE TBA","A01","0","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1789","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1790","62676","7:10 - 8:00 PM","M","CGS 001REMOTE TBA","A02","10","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1791","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1792","62676","4:40 - 6:00 PM","TR","CGS 001REMOTE TBA","A02","10","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1793","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1794","62677","6:10 - 7:00 PM","W","CGS 001REMOTE TBA","A03","1","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1795","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1796","62677","4:40 - 6:00 PM","TR","CGS 001REMOTE TBA","A03","1","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1797","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1798","62679","4:40 - 6:00 PM","TR","CGS 001REMOTE TBA","A04","24","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1799","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1800","62679","7:10 - 8:00 PM","W","CGS 001REMOTE TBA","A04","24","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1801","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1802","62680","4:40 - 6:00 PM","TR","CGS 001REMOTE TBA","A05","12","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1803","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1804","62680","6:10 - 7:00 PM","R","CGS 001REMOTE TBA","A05","12","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1805","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1806","62682","4:40 - 6:00 PM","TR","CGS 001REMOTE TBA","A06","24","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1807","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1808","62682","7:10 - 8:00 PM","R","CGS 001REMOTE TBA","A06","24","Intro Cognitive Science","SE","SE SL","Dorsey, J","4.0"
"1809","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1810","34954","4:40 - 6:00 PM","TR","CGS 107REMOTE TBA","001","0","Neuroeconomics&Decisions","SS","SL SS","Boorman, E","4.0"
"1811","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1812","@","TBA",NA,"CGS 199TBA","001","99","Special StudyNo GE Credit",NA,"                              No GE Credit","Frey, S","
						
                        V"
"1813","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1814","34966","4:10 - 5:00 PM","MTWR","CHA 101REMOTE TBA","001","156","Human Gross Anatomy","SE","SE","Tucker, R","4.0"
"1815","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1816","34967","TBA",NA,"CHA 101LREMOTE TBA","001","5","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1817","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1818","34967","7:00 - 9:50 AM","TR","CHA 101LREMOTE TBA","001","5","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1819","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1820","34968","TBA",NA,"CHA 101LREMOTE TBA","002","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1821","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1822","34968","10:00 - 12:50 PM","TR","CHA 101LREMOTE TBA","002","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1823","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1824","34969","TBA",NA,"CHA 101LREMOTE TBA","003","1","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1825","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1826","34969","1:10 - 4:00 PM","TR","CHA 101LREMOTE TBA","003","1","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1827","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1828","34970","TBA",NA,"CHA 101LREMOTE TBA","004","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1829","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1830","34970","5:10 - 8:00 PM","TR","CHA 101LREMOTE TBA","004","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1831","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1832","34971","8:10 - 11:00 PM","TR","CHA 101LREMOTE TBA","005","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1833","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1834","34971","TBA",NA,"CHA 101LREMOTE TBA","005","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1835","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1836","34972","1:10 - 4:00 PM","WF","CHA 101LREMOTE TBA","006","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1837","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1838","34972","TBA",NA,"CHA 101LREMOTE TBA","006","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1839","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1840","34973","TBA",NA,"CHA 101LREMOTE TBA","007","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1841","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1842","34973","5:10 - 8:00 PM","WF","CHA 101LREMOTE TBA","007","0","Human Gross Anatomy Lab","SE","SE","Tucker, R","3.0"
"1843","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1844","63193","8:10 - 11:00 PM","WF","CHA 101LREMOTE TBA","008","30","Human Gross Anatomy Lab","SE","SE","3.0",NA
"1845","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1846","63193","TBA",NA,"CHA 101LREMOTE TBA","008","30","Human Gross Anatomy Lab","SE","SE","3.0",NA
"1847","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1848","34974","9:00 - 10:20 AM","TR","CHA 103REMOTE TBA","A01","23","Human Neuroanatomy","SE","SE","Watson, C","4.0"
"1849","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1850","34974","9:00 - 11:50 AM","M","CHA 103REMOTE TBA","A01","23","Human Neuroanatomy","SE","SE","Watson, C","4.0"
"1851","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
